uuid,created,updated,queued,units,status,time,ingestion_time
0096b92b-6000-4369-9ca0-d160158784e5,2022-04-15 16:40:21,2022-04-15 16:40:23,2022-04-15 16:40:21,mm,completed,1724,2023-03-06 20:44:56.249047
2d875f32-992b-4865-9a9c-bd28de084163,2022-11-17 13:47:01,2022-11-17 13:47:07,2022-11-17 13:47:01,mm,completed,6257,2023-03-06 20:44:56.249047
c65c8031-8f5d-42bf-9a06-008f3ada335f,2019-10-09 12:43:52,2019-10-16 13:36:57,2019-10-16 13:36:55,mm,completed,2287,2023-03-06 20:44:56.249047
aed2f4f8-6cc5-4b9a-b947-bde931f50f8c,2021-11-12 07:20:20,2021-11-12 07:20:57,2021-11-12 07:20:21,mm,completed,35896,2023-03-06 20:44:56.249047
c79d88f7-273e-481a-b6a5-cba3095f561a,2021-05-24 21:57:30,2021-05-24 21:57:31,2021-05-24 21:57:30,mm,completed,1243,2023-03-06 20:44:56.249047
9d255e4e-952a-48cc-b15b-4a40f9ec5b29,2020-12-02 23:59:17,2020-12-02 23:59:27,2020-12-02 23:59:17,mm,completed,10522,2023-03-06 20:44:56.249047
12b44f64-725d-41d6-afe6-c7a6e92f7a09,2019-03-18 14:54:21,2019-03-18 14:54:29,2019-03-18 14:54:22,mm,completed,4516,2023-03-06 20:44:56.249047
7b04cf9c-4124-4095-b081-1cd2e1bcacee,2022-11-14 09:31:51,2022-11-14 09:31:53,2022-11-14 09:31:52,mm,completed,1432.0,2023-03-06 20:44:56.249047
5c26c17c-0cfd-43a6-a1eb-088b5e731988,2021-11-24 22:03:56,2021-11-24 22:04:02,2021-11-24 22:03:56,mm,completed,6201,2023-03-06 20:44:56.249047
622cd88e-c22d-48fc-adc0-dac688d60ebf,2023-01-06 13:45:37,2023-01-06 13:45:44,2023-01-06 13:45:37,mm,completed,6243,2023-03-06 20:44:56.249047
50237d41-5452-47be-a971-f26ddad4cbe3,2022-01-15 20:13:48,2022-01-15 20:13:56,2022-01-15 20:13:49,mm,completed,7339,2023-03-06 20:44:56.249047
3ca07602-19d1-46c6-8983-cae2dbcf47c7,2022-10-18 15:43:58,2022-10-18 15:44:03,2022-10-18 15:43:58,mm,completed,4685,2023-03-06 20:44:56.249047
5e650a04-0f43-4068-9466-07ec50564fd2,2022-03-30 09:26:03,2022-03-30 09:26:10,2022-03-30 09:26:03,mm,completed,7307.0,2023-03-06 20:44:56.249047
186238ab-1d1a-4a30-a078-bca88889099a,2021-08-08 07:54:38,2021-08-08 07:54:45,2021-08-08 07:54:38,mm,completed,6938,2023-03-06 20:44:56.249047
403c695a-ee64-4cdc-8175-4d4c4e90f43b,2022-10-31 12:03:45,2022-10-31 12:03:53,2022-10-31 12:03:45,mm,completed,3631.0,2023-03-06 20:44:56.249047
d6761175-ac0a-4b4e-927a-8e4983c6d5be,2019-11-18 13:04:00,2019-11-18 13:04:24,2019-11-18 13:04:01,mm,completed,23266,2023-03-06 20:44:56.249047
7c39b3f2-b3b0-40e6-a437-56e6c163c313,2021-01-05 16:44:07,2021-01-05 16:44:08,2021-01-05 16:44:08,mm,completed,905,2023-03-06 20:44:56.249047
3494ef38-9c23-417d-93fe-9c405d7d0be6,2022-06-17 00:51:04,2022-06-17 00:51:25,2022-06-17 00:51:04,mm,completed,21484,2023-03-06 20:44:56.249047
119644c3-a0f2-406b-b9c5-af26238b0af1,2021-04-12 06:41:37,2021-04-12 06:41:56,2021-04-12 06:41:38,mm,completed,18917,2023-03-06 20:44:56.249047
0e0f41bd-35a1-4968-a678-d05632482356,2022-12-24 19:59:11,2022-12-24 19:59:14,2022-12-24 19:59:11,mm,completed,3116.0,2023-03-06 20:44:56.249047
ae87a57e-40f4-4740-8b30-3f72ef313dac,2021-04-22 22:05:13,2021-07-04 16:16:53,2021-07-04 16:16:52,mm,completed,856,2023-03-06 20:44:56.249047
791ade6b-b87a-4bea-a27e-5baede51ad43,2021-11-14 15:41:57,2021-11-14 15:42:01,2021-11-14 15:41:57,mm,completed,3423,2023-03-06 20:44:56.249047
c9c62912-aec4-45c0-a711-8051a4fd1d36,2020-05-25 09:43:07,2020-05-25 09:43:12,2020-05-25 09:43:10,mm,completed,4528,2023-03-06 20:44:56.249047
5bf2485b-4b86-4207-a615-d6de2fa61807,2019-11-27 13:07:42,2019-11-27 13:07:44,2019-11-27 13:07:42,mm,completed,1954,2023-03-06 20:44:56.249047
080f72d1-a640-4db4-af80-3a208d926cfa,2019-08-26 10:23:47,2019-08-26 10:24:19,2019-08-26 10:23:48,mm,completed,23566,2023-03-06 20:44:56.249047
01e0a021-07ab-4633-a9cd-1f0411b7eb0e,2021-08-08 00:45:22,2021-08-08 00:45:38,2021-08-08 00:45:22,mm,completed,15985,2023-03-06 20:44:56.249047
52ae1cf2-cf88-4957-9de5-d834f91ea00c,2022-06-06 18:33:41,2022-06-06 18:33:49,2022-06-06 18:33:41,mm,completed,8532.0,2023-03-06 20:44:56.249047
9c4a2f78-ffd5-4993-8a75-d0d330c98da0,2022-05-28 14:21:32,2022-05-28 14:21:35,2022-05-28 14:21:32,mm,completed,2877,2023-03-06 20:44:56.249047
117c59c4-f96d-4dca-8ac2-b09ac92226cf,2022-11-15 10:46:16,2022-11-15 10:46:24,2022-11-15 10:46:16,mm,completed,8004.0,2023-03-06 20:44:56.249047
26b270e5-4cfc-44ac-b5f9-3395c1fe98b9,2020-08-31 14:44:14,2021-04-20 05:31:27,2021-04-20 05:31:23,mm,completed,4078,2023-03-06 20:44:56.249047
6d081f33-d848-48d2-95d5-9b29d77eb3d2,2019-12-18 12:07:23,2019-12-18 12:07:34,2019-12-18 12:07:23,mm,completed,10257.0,2023-03-06 20:44:56.249047
8d8d21e6-9fd3-4525-a003-0751f28db77b,2021-06-15 07:31:36,2021-06-15 07:31:38,2021-06-15 07:31:36,mm,completed,1861,2023-03-06 20:44:56.249047
124d8f86-2cba-4847-9078-83cc8cfffa25,2022-11-11 14:01:18,2022-11-11 14:01:24,2022-11-11 14:01:18,mm,completed,5686,2023-03-06 20:44:56.249047
6207a9a1-60cc-442f-ba0f-5d77c3fbdcee,2020-07-16 16:31:29,2020-07-16 16:31:31,2020-07-16 16:31:29,mm,completed,1547,2023-03-06 20:44:56.249047
f5b63a35-c0e8-4ccf-8abd-46a753d64ea4,2019-09-28 23:52:54,2022-07-14 18:53:42,2022-07-14 18:53:34,mm,completed,1223,2023-03-06 20:44:56.249047
3db0349a-9383-4543-9994-878b1191ca98,2021-01-09 22:09:22,2021-01-09 22:09:35,2021-01-09 22:09:22,mm,completed,12746,2023-03-06 20:44:56.249047
341e1d82-bb84-4952-b603-713c6cb22bbe,2022-08-15 21:46:19,2022-08-15 21:46:22,2022-08-15 21:46:19,mm,completed,2551,2023-03-06 20:44:56.249047
2feafa09-43b0-469c-9d8a-57b900c2729e,2020-10-09 11:54:54,2020-10-09 11:55:13,2020-10-09 11:54:54,mm,completed,1864,2023-03-06 20:44:56.249047
50442a27-5876-42b0-8150-1498a6e24ff0,2022-06-22 12:13:54,2022-06-22 12:13:58,2022-06-22 12:13:54,mm,completed,4142,2023-03-06 20:44:56.249047
7fd7c5fe-3dd5-4334-a9dd-4d91dfcc978a,2022-02-20 08:47:13,2022-02-20 08:47:42,2022-02-20 08:47:13,mm,completed,28673,2023-03-06 20:44:56.249047
e4d7625b-1c98-45f9-8c45-b040efb20a67,2022-09-20 11:07:02,2022-09-20 11:07:04,2022-09-20 11:07:02,mm,completed,2310,2023-03-06 20:44:56.249047
6e617be1-b43e-4760-81d2-abe662a10cf5,2020-08-06 06:43:41,2021-10-19 02:40:36,2021-10-19 02:40:30,mm,completed,6108,2023-03-06 20:44:56.249047
454b036c-839a-47af-9c2f-fc0df4cca161,2022-01-02 17:24:41,2022-01-02 17:24:43,2022-01-02 17:24:42,mm,completed,1055,2023-03-06 20:44:56.249047
7fedd475-877b-4cb5-8065-9d66e589bdbd,2022-05-31 14:55:19,2022-05-31 14:55:21,2022-05-31 14:55:19,mm,completed,1584.0,2023-03-06 20:44:56.249047
375608e4-fa82-4da1-8139-7f786daf4a8c,2019-08-05 01:09:04,2019-08-05 01:09:05,2019-08-05 01:09:04,mm,completed,759,2023-03-06 20:44:56.249047
e5c25674-7524-441f-ae7a-85165709306f,2020-04-21 12:51:44,2022-10-11 23:25:25,2022-10-11 23:25:02,mm,completed,10855,2023-03-06 20:44:56.249047
34551b2a-6d1e-4174-aa4e-1db5edb5c552,2021-02-03 10:35:56,2021-02-03 10:35:59,2021-02-03 10:35:56,mm,completed,2800.0,2023-03-06 20:44:56.249047
181d8498-4397-4a92-8ee0-97997fedaa25,2020-11-20 23:35:30,2020-11-20 23:35:41,2020-11-20 23:35:30,mm,completed,10871,2023-03-06 20:44:56.249047
b5fcfa3b-a10d-448e-b981-a46e4a75de07,2021-09-20 14:56:20,2021-09-20 14:56:45,2021-09-20 14:56:20,mm,completed,24786,2023-03-06 20:44:56.249047
fcd549d6-51ec-4e75-8654-c3f49d908cd5,2020-12-10 10:57:18,2020-12-10 10:57:30,2020-12-10 10:57:18,mm,completed,12081,2023-03-06 20:44:56.249047
2c7533be-05a2-4119-af10-d68d6a77b588,2019-10-26 13:13:52,2019-10-26 13:13:55,2019-10-26 13:13:52,mm,completed,2207,2023-03-06 20:44:56.249047
ce3ce9d1-e3a9-4aec-9940-cb69493b2ddf,2022-08-30 22:25:44,2022-08-30 22:25:49,2022-08-30 22:25:44,mm,completed,5112.0,2023-03-06 20:44:56.249047
26a00a7f-506d-4d96-8366-e694cfc371bb,2021-10-26 17:50:48,2021-10-26 17:50:50,2021-10-26 17:50:48,mm,completed,1286,2023-03-06 20:44:56.249047
acb7dd67-c620-4c10-b69b-4d547a5d1903,2021-04-22 15:08:24,2021-06-18 23:05:13,2021-06-18 23:05:02,mm,completed,11937,2023-03-06 20:44:56.249047
4ff55523-a993-419a-8eb0-81112a67e2b8,2022-02-17 05:51:10,2022-02-17 05:51:11,2022-02-17 05:51:11,mm,completed,857.0,2023-03-06 20:44:56.249047
7f49e604-5a0c-4ca0-888b-946c228c22f7,2021-02-25 06:48:45,2022-06-18 08:23:15,2022-06-18 08:23:12,mm,completed,2768,2023-03-06 20:44:56.249047
0aae41ea-feaf-436f-9a39-e0af89575390,2019-06-04 12:00:21,2019-06-04 12:00:28,2019-06-04 12:00:22,mm,failed,6141,2023-03-06 20:44:56.249047
029cbe0b-a0f2-4bf7-8987-c84dd7cf2e50,2022-02-17 15:01:33,2022-02-17 15:03:00,2022-02-17 15:01:33,mm,completed,2622,2023-03-06 20:44:56.249047
d8aaf8c6-3080-46b6-af2b-688e33d620e6,2022-08-22 12:34:36,2022-08-22 12:34:52,2022-08-22 12:34:36,mm,completed,13704,2023-03-06 20:44:56.249047
861aaf81-cb6b-4839-984a-9a924820db9e,2019-04-02 08:18:49,2019-04-02 08:19:35,2019-04-02 08:18:50,mm,completed,1561,2023-03-06 20:44:56.249047
e85836ff-ee36-425d-87cd-5596e50b5055,2023-01-06 22:48:09,2023-01-06 22:48:12,2023-01-06 22:48:09,mm,completed,2885,2023-03-06 20:44:56.249047
0f2ca40a-a9c8-427c-baca-c71d9d9e4323,2020-08-02 15:23:20,2020-08-02 15:23:35,2020-08-02 15:23:20,mm,failed,0,2023-03-06 20:44:56.249047
01650137-4e53-440a-9b5c-61ab1dcd18ac,2020-10-21 14:06:28,2020-10-21 14:06:29,2020-10-21 14:06:28,mm,completed,835,2023-03-06 20:44:56.249047
a2b286b2-57c7-4783-84fc-5e4f1762da7c,2020-07-15 14:18:39,2020-07-15 14:18:40,2020-07-15 14:18:39,mm,completed,605,2023-03-06 20:44:56.249047
de984787-1c1e-497e-ab0b-ff90ed479d82,2022-06-10 20:08:20,2022-06-10 20:08:26,2022-06-10 20:08:20,mm,completed,6070,2023-03-06 20:44:56.249047
6c9da6c0-0df5-4131-a342-09469f3081e9,2022-01-12 09:17:07,2022-01-12 09:17:12,2022-01-12 09:17:07,mm,completed,5137,2023-03-06 20:44:56.249047
af3e0fcb-f91f-49be-acad-6ff4bac76f5b,2020-03-23 15:58:19,2021-04-19 21:46:38,2021-04-19 21:46:14,mm,completed,1490,2023-03-06 20:44:56.249047
16acfb82-d5dd-4479-ae9c-a530b2533dc0,2020-11-23 09:01:04,2020-11-23 09:01:14,2020-11-23 09:01:04,mm,completed,9632,2023-03-06 20:44:56.249047
b67679ea-ae9b-4ab2-b296-3dd4a1c024c1,2022-09-26 08:55:39,2022-09-26 08:56:03,2022-09-26 08:55:39,mm,completed,24311.0,2023-03-06 20:44:56.249047
81f0fd8c-0f56-47a7-bc66-f9de66c4c1e7,2022-10-11 13:45:59,2022-10-11 13:46:00,2022-10-11 13:45:59,mm,completed,1471,2023-03-06 20:44:56.249047
aebdc65a-13f8-444a-9c51-e7705f941948,2019-02-06 01:05:59,2019-02-06 01:06:00,2019-02-06 01:05:59,mm,completed,766,2023-03-06 20:44:56.249047
14c5252a-3814-4b76-9e9a-be12dbcc56c6,2020-11-25 17:47:02,2020-11-25 17:47:03,2020-11-25 17:47:02,mm,completed,807,2023-03-06 20:44:56.249047
97a04743-1d34-44d5-9706-fdf91cc0859d,2022-11-13 01:08:50,2022-11-13 01:08:52,2022-11-13 01:08:50,mm,completed,1506,2023-03-06 20:44:56.249047
397da923-bcae-4f62-9814-13dabacb6653,2021-06-23 12:11:29,2021-06-23 12:11:34,2021-06-23 12:11:29,mm,completed,5166,2023-03-06 20:44:56.249047
cff96a3d-935f-4fc9-ba43-6275351a6065,2018-12-31 07:30:55,2018-12-31 07:30:58,2018-12-31 07:30:56,mm,completed,1547,2023-03-06 20:44:56.249047
24eaad86-9f17-498e-b894-ac144970359d,2020-12-09 15:24:33,2020-12-09 15:24:36,2020-12-09 15:24:33,mm,completed,3068,2023-03-06 20:44:56.249047
67c86b64-bbd7-4a70-90ec-c70e6e3d8037,2022-11-01 22:33:30,2022-11-01 22:33:31,2022-11-01 22:33:30,mm,completed,1000.0,2023-03-06 20:44:56.249047
48975d9f-902c-43b9-b02b-bbf681aab97d,2021-10-29 13:02:00,2021-10-29 13:02:01,2021-10-29 13:02:00,mm,completed,1018,2023-03-06 20:44:56.249047
280a2c17-9c40-406c-83df-1a3455633088,2020-12-01 06:34:13,2020-12-01 06:34:15,2020-12-01 06:34:13,mm,completed,1638,2023-03-06 20:44:56.249047
e67e40ec-2105-4504-87f3-1f73c255d967,2019-07-19 21:23:48,2019-07-19 21:23:51,2019-07-19 21:23:48,mm,completed,2640,2023-03-06 20:44:56.249047
6cddbbfb-fb62-433c-9af7-9ab736b13fd8,2021-12-27 14:19:20,2021-12-27 14:19:30,2021-12-27 14:19:20,mm,completed,9378,2023-03-06 20:44:56.249047
e08b56b4-aeef-4e19-b2b2-170ecd911255,2022-06-20 06:13:14,2022-06-20 06:13:17,2022-06-20 06:13:14,mm,completed,3240,2023-03-06 20:44:56.249047
185afc92-f53f-4f5f-8154-e20b260fd85c,2021-07-22 20:59:52,2021-07-22 21:00:00,2021-07-22 20:59:53,mm,completed,5527,2023-03-06 20:44:56.249047
f5c16d8c-f4f4-4cce-b78c-7f9060dcd0e0,2020-01-08 21:14:25,2020-01-08 21:14:36,2020-01-08 21:14:25,mm,completed,10843,2023-03-06 20:44:56.249047
37b5dd12-8eb6-4946-9fab-f4013ab4e6c7,2022-08-03 08:53:08,2022-08-03 08:53:12,2022-08-03 08:53:09,mm,completed,3177,2023-03-06 20:44:56.249047
498fcc3e-55e9-4228-8220-f4dbbb5dc168,2020-03-27 14:01:33,2020-03-27 14:02:01,2020-03-27 14:01:34,mm,completed,27044,2023-03-06 20:44:56.249047
cdf60986-f05c-4189-8128-4d97a0378bb0,2021-03-23 10:15:01,2021-03-23 10:15:02,2021-03-23 10:15:01,mm,completed,1000,2023-03-06 20:44:56.249047
12ede42a-9016-425c-8eac-9b75a58e6f58,2020-11-07 16:55:17,2020-11-07 16:55:38,2020-11-07 16:55:18,mm,completed,20022,2023-03-06 20:44:56.249047
bbb6ec2a-1e03-42e4-bd0a-6ed17723f1ed,2022-05-14 08:35:57,2022-05-14 08:37:17,2022-05-14 08:35:57,mm,completed,20573,2023-03-06 20:44:56.249047
2a8a8073-df75-4c94-8648-6368999ca9a6,2019-05-28 13:18:24,2019-05-28 13:18:25,2019-05-28 13:18:24,mm,completed,1525,2023-03-06 20:44:56.249047
4fbea899-cf53-4ffe-bae1-93dac4968a92,2018-11-17 01:15:02,2018-11-17 01:15:03,2018-11-17 01:15:02,mm,completed,992,2023-03-06 20:44:56.249047
7ee4d740-41f0-42ed-beae-b1264ab91ac8,2022-10-05 07:46:50,2022-10-05 07:47:09,2022-10-05 07:46:50,mm,completed,8955,2023-03-06 20:44:56.249047
72878722-ccda-4adb-8201-1fd7d5e0d555,2023-01-11 20:47:01,2023-01-11 20:47:17,2023-01-11 20:47:01,mm,completed,15323.0,2023-03-06 20:44:56.249047
7490443d-8aa9-47a7-bb3b-9a1ccafa04d3,2021-05-05 08:30:06,2021-05-05 08:30:09,2021-05-05 08:30:06,mm,completed,3207,2023-03-06 20:44:56.249047
7bac9e5c-4892-4293-802b-f60c3a4a3dca,2022-09-26 12:53:39,2022-09-26 12:54:08,2022-09-26 12:53:39,mm,completed,5064.0,2023-03-06 20:44:56.249047
87a2eb2a-151d-47c5-9c44-de46928f681a,2022-08-10 02:36:51,2022-08-10 02:36:53,2022-08-10 02:36:51,mm,completed,2131.0,2023-03-06 20:44:56.249047
7fb41d22-29c5-4d1e-942c-9245e71a97d9,2022-07-07 04:29:30,2022-07-07 04:29:41,2022-07-07 04:29:30,mm,completed,10422,2023-03-06 20:44:56.249047
93e8037d-c230-4f57-a8d7-75744e1da135,2021-12-16 22:27:25,2021-12-16 22:27:32,2021-12-16 22:27:25,mm,completed,6608,2023-03-06 20:44:56.249047
1c90bc69-74cd-42cc-9ce7-cdf2f6dea990,2020-09-20 14:50:33,2020-09-20 14:50:39,2020-09-20 14:50:33,mm,completed,5750,2023-03-06 20:44:56.249047
5f5b72bf-9c0b-42a0-a1b3-16e045af9f49,2022-11-20 20:52:02,2022-11-20 20:52:22,2022-11-20 20:52:02,mm,completed,1697.0,2023-03-06 20:44:56.249047
44bbbc68-7221-49e7-a405-af3b00ec66fb,2020-09-10 18:31:08,2020-09-10 18:31:13,2020-09-10 18:31:08,mm,completed,4402,2023-03-06 20:44:56.249047
ae4cd2c7-46c0-4d16-95eb-b33b3f986309,2020-10-15 12:59:13,2020-10-15 12:59:17,2020-10-15 12:59:14,mm,completed,3492,2023-03-06 20:44:56.249047
eb89599f-6ad5-4501-b2c8-1e5a88ff974d,2020-02-07 19:38:35,2020-03-08 02:59:54,2020-03-08 02:59:53,mm,completed,644,2023-03-06 20:44:56.249047
bdfaddc6-ecd0-4642-9638-6823fb4fc212,2019-05-22 21:10:58,2020-09-12 13:45:35,2020-09-12 13:45:34,mm,completed,1046,2023-03-06 20:44:56.249047
8cc5da54-21fe-455a-9fb0-e3b2d724f0e4,2020-09-02 22:26:50,2020-09-02 22:26:57,2020-09-02 22:26:50,mm,completed,7055,2023-03-06 20:44:56.249047
c7b769f5-fc70-4cf9-9dde-6feb9da065ce,2019-02-10 08:01:10,2019-02-10 08:02:18,2019-02-10 08:01:10,mm,completed,30077,2023-03-06 20:44:56.249047
4781d205-e49f-4ba7-a370-b9739f356d28,2019-10-17 11:43:33,2019-10-17 11:43:34,2019-10-17 11:43:33,mm,completed,812,2023-03-06 20:44:56.249047
7f33a324-346c-44f4-9d2d-ca3ea02a2241,2020-10-05 14:47:51,2020-10-05 14:47:53,2020-10-05 14:47:52,mm,completed,949,2023-03-06 20:44:56.249047
1aece88b-36e9-45cd-9bdf-163001045bd1,2021-12-05 17:28:24,2021-12-05 17:28:27,2021-12-05 17:28:24,mm,completed,1632,2023-03-06 20:44:56.249047
c9c0e998-60ec-4bf6-a236-cf824c8ae57e,2021-01-04 09:46:22,2021-01-04 09:46:24,2021-01-04 09:46:22,mm,completed,1371,2023-03-06 20:44:56.249047
50e30594-120a-4dc8-98e2-ccf764833fc2,2019-12-19 12:33:24,2020-09-12 16:36:26,2020-09-12 16:36:24,mm,completed,1849,2023-03-06 20:44:56.249047
ccbb6110-8848-4f72-a1bb-9f42c149d6a5,2021-09-18 16:55:49,2021-09-18 16:56:00,2021-09-18 16:55:49,mm,completed,11033,2023-03-06 20:44:56.249047
c0ec7cd6-355a-40b0-bee5-5d97460636b7,2019-10-17 12:41:57,2019-10-17 12:41:57,2019-10-17 12:41:57,mm,completed,521,2023-03-06 20:44:56.249047
0cc7e13f-552b-4b0d-8f4e-6b5966b7cc70,2022-02-01 20:45:32,2022-02-01 20:45:40,2022-02-01 20:45:32,mm,completed,3823,2023-03-06 20:44:56.249047
8f9491b8-ec01-4a8c-bbfd-21189e02e63d,2021-09-16 21:52:59,2021-09-16 21:53:01,2021-09-16 21:52:59,mm,completed,1635,2023-03-06 20:44:56.249047
54d666c9-1567-441d-8301-43cb3d12dfa4,2021-03-30 18:53:38,2021-03-30 18:53:40,2021-03-30 18:53:38,mm,completed,2331,2023-03-06 20:44:56.249047
3440131c-8a20-4367-9fd7-8078f125901c,2022-07-12 11:15:56,2022-07-12 11:15:58,2022-07-12 11:15:56,mm,completed,1951,2023-03-06 20:44:56.249047
172dac4b-b469-4d29-b6d0-8c1df06c6341,2020-04-03 16:57:07,2022-10-11 20:53:51,2022-10-11 20:53:14,mm,completed,2681,2023-03-06 20:44:56.249047
b21c2667-ddcc-4470-86b2-87e964882bce,2018-10-26 00:44:45,2018-10-26 00:44:49,2018-10-26 00:44:45,mm,completed,3680,2023-03-06 20:44:56.249047
9295e3a0-1acd-4365-a817-a7218c5fb16d,2022-08-18 10:33:35,2022-08-18 10:33:44,2022-08-18 10:33:35,mm,completed,8173.0,2023-03-06 20:44:56.249047
a52c9ac0-a512-49d2-add4-306ef2aeb9a4,2019-06-07 18:49:22,2019-06-07 18:49:27,2019-06-07 18:49:22,mm,completed,4110,2023-03-06 20:44:56.249047
29d767a9-1e3d-4cb5-9692-838c40ea222d,2020-09-15 21:14:36,2020-09-15 21:14:39,2020-09-15 21:14:36,mm,completed,2770,2023-03-06 20:44:56.249047
481d61b7-8739-4949-a4fc-d466ee0783a2,2022-07-20 19:52:46,2022-07-20 19:52:53,2022-07-20 19:52:46,mm,completed,6752.0,2023-03-06 20:44:56.249047
479d3d6c-f40d-4ace-b741-b8ba83b2df9c,2022-10-13 09:41:12,2022-10-13 09:41:39,2022-10-13 09:41:12,mm,completed,27242,2023-03-06 20:44:56.249047
82277da1-d08b-4394-bc51-54fc9550b19d,2022-08-03 22:45:41,2022-08-03 22:46:07,2022-08-03 22:45:41,mm,completed,5377,2023-03-06 20:44:56.249047
031f7091-ba9b-40f6-9f8c-73bc6da021c2,2020-02-14 14:22:04,2020-02-14 14:22:49,2020-02-14 14:22:04,mm,completed,44481,2023-03-06 20:44:56.249047
c4a65506-e249-41e9-a8f4-33e9d4fded27,2020-02-11 00:56:43,2020-02-11 00:56:44,2020-02-11 00:56:43,mm,completed,935,2023-03-06 20:44:56.249047
c856093e-3bb1-41a0-9b79-d91fc7e78abc,2022-04-19 16:26:36,2022-04-19 16:26:38,2022-04-19 16:26:36,mm,completed,1290,2023-03-06 20:44:56.249047
203d05a0-b3db-4f16-aff4-c5fa888e829d,2018-10-25 23:01:04,2018-10-25 23:01:06,2018-10-25 23:01:05,mm,completed,1087,2023-03-06 20:44:56.249047
d0584a71-e9d1-4d3e-9755-7bb3e98ecf51,2019-06-21 17:04:33,2019-12-10 01:57:43,2019-12-10 01:57:41,mm,completed,1696,2023-03-06 20:44:56.249047
c7ba6771-5eb6-478d-b848-2e0e73dbadc7,2020-09-09 19:15:02,2020-09-09 19:15:12,2020-09-09 19:15:02,mm,completed,9745,2023-03-06 20:44:56.249047
08a3ad19-e535-4ef1-bf59-01b6de5d1b0b,2019-08-16 16:59:29,2019-08-16 16:59:44,2019-08-16 16:59:29,mm,completed,14403,2023-03-06 20:44:56.249047
16b687df-92b9-4191-b6c7-a05149c9f70a,2019-02-10 22:12:13,2019-02-10 22:12:50,2019-02-10 22:12:13,mm,completed,37009,2023-03-06 20:44:56.249047
9c245561-d65c-4585-9f43-2574b63e6123,2020-03-18 02:34:55,2022-10-11 18:37:33,2022-10-11 18:37:15,mm,completed,18107,2023-03-06 20:44:56.249047
137c4c66-f094-4d2d-bd36-3be1c0783dde,2022-02-08 14:12:32,2022-02-08 14:12:34,2022-02-08 14:12:32,mm,completed,1815,2023-03-06 20:44:56.249047
1322eb13-2479-4663-ab04-6ebc942bcb35,2021-11-08 21:20:11,2021-11-08 21:20:13,2021-11-08 21:20:11,mm,completed,2325,2023-03-06 20:44:56.249047
dab1c634-84aa-4c87-a53a-f37769ab84e6,2021-11-15 08:38:25,2021-11-15 08:38:27,2021-11-15 08:38:25,mm,completed,1643,2023-03-06 20:44:56.249047
c949f4fd-9926-4479-b899-8e1a7a11bcc6,2019-09-06 15:26:09,2020-09-05 00:10:47,2020-09-05 00:10:10,mm,completed,36475,2023-03-06 20:44:56.249047
51d5acb6-954b-487e-88fc-20c537d9be2c,2019-10-03 14:58:29,2019-10-03 14:58:32,2019-10-03 14:58:30,mm,completed,2369,2023-03-06 20:44:56.249047
6deaa39f-1a07-4024-a0e9-96f32bb6db61,2022-09-29 11:29:51,2022-09-29 11:30:05,2022-09-29 11:29:51,mm,completed,13577,2023-03-06 20:44:56.249047
fddbff7b-140a-4c60-a4cb-1a6a8ed8b52d,2022-12-14 12:18:57,2022-12-14 12:19:18,2022-12-14 12:18:58,mm,completed,20210,2023-03-06 20:44:56.249047
d7078589-3c21-4453-8abe-5838aa09cadd,2019-11-21 13:30:12,2019-11-21 13:30:14,2019-11-21 13:30:13,mm,completed,1289,2023-03-06 20:44:56.249047
dd2074c9-ab77-43b7-923b-390aec6f2d88,2022-04-07 06:11:06,2022-04-07 06:11:07,2022-04-07 06:11:06,mm,completed,792,2023-03-06 20:44:56.249047
13993b21-98c6-4c1c-97d9-ca45fb4cf3d7,2021-10-13 06:37:29,2021-12-13 12:52:30,2021-12-13 12:52:20,mm,completed,9273,2023-03-06 20:44:56.249047
2db24132-ea88-4fd7-8955-31abdf8b78c9,2020-02-13 14:53:08,2022-10-11 13:52:46,2022-10-11 13:52:43,mm,completed,2635,2023-03-06 20:44:56.249047
1b13c0ce-333a-460e-b5b0-ea28e988c109,2021-12-02 09:57:43,2021-12-02 09:57:46,2021-12-02 09:57:43,mm,completed,2413,2023-03-06 20:44:56.249047
5026f037-ddab-4316-8989-4562c6a4c78f,2019-08-26 19:52:43,2019-08-26 19:53:02,2019-08-26 19:52:43,mm,completed,18709,2023-03-06 20:44:56.249047
669cd8ca-67be-4df9-9b58-dfd86d552f52,2020-05-13 03:10:23,2020-05-13 03:10:31,2020-05-13 03:10:24,mm,completed,7300,2023-03-06 20:44:56.249047
8ff0b76c-345e-43af-a800-89fcbf0041c3,2022-01-12 19:53:12,2022-01-12 19:53:13,2022-01-12 19:53:12,mm,completed,1016,2023-03-06 20:44:56.249047
e219b41c-d931-4aa9-84a3-98ceab791821,2021-11-03 05:07:35,2021-11-03 05:07:38,2021-11-03 05:07:35,mm,completed,1693,2023-03-06 20:44:56.249047
b8527593-46a2-4ac5-a2d0-9f01b8806bf5,2019-12-23 04:08:47,2019-12-23 04:08:47,2019-12-23 04:08:47,mm,completed,290,2023-03-06 20:44:56.249047
8bc27c19-4f8d-432b-9545-b0336592bbc5,2020-08-12 23:33:36,2021-10-19 04:00:41,2021-10-19 04:00:41,mm,completed,787,2023-03-06 20:44:56.249047
